age,country_code,dob,full_name,image,nation,potential,rating,short_name,value,wage,year
23.0,4,"Feb 7, 1994",A. Schöpf,https://cdn.sofifa.org/1x/18/players/220925.png,Austria,82.0,77.0,A. Schöpf,12.0,35.0,18
24.0,4,"Nov 15, 1992",K. Wimmer,https://cdn.sofifa.org/1x/18/players/209997.png,Austria,81.0,75.0,K. Wimmer,8.0,45.0,18
24.0,4,"Sep 7, 1992",M. Hinteregger,https://cdn.sofifa.org/1x/18/players/201922.png,Austria,81.0,77.0,M. Hinteregger,10.0,23.0,18
26.0,4,"Mar 6, 1991",A. Dragović,https://cdn.sofifa.org/1x/18/players/189060.png,Austria,78.0,78.0,A. Dragović,1.0,9.0,18
30.0,4,"Jun 10, 1987",M. Harnik,https://cdn.sofifa.org/1x/18/players/177666.png,Austria,77.0,77.0,M. Harnik,8.5,47.0,18
23.0,4,"Apr 18, 1994",M. Gregoritsch,https://cdn.sofifa.org/1x/18/players/199439.png,Austria,81.0,77.0,M. Gregoritsch,11.5,25.0,18
25.0,4,"Jun 24, 1992",D. Alaba,https://cdn.sofifa.org/1x/18/players/197445.png,Austria,87.0,85.0,D. Alaba,38.5,130.0,14
28.0,4,"Apr 19, 1989",M. Arnautović,https://cdn.sofifa.org/1x/18/players/184200.png,Austria,81.0,81.0,M. Arnautovic,18.5,125.0,14
29.0,4,"Sep 26, 1987",Z. Junuzović,https://cdn.sofifa.org/1x/18/players/173474.png,Austria,79.0,79.0,Z. Junuzović,12.0,40.0,14
30.0,4,"Jun 10, 1987",M. Harnik,https://cdn.sofifa.org/1x/18/players/177666.png,Austria,77.0,77.0,M. Harnik,8.5,47.0,14
25.0,4,"Aug 5, 1991",A. Weimann,https://cdn.sofifa.org/1x/18/players/194017.png,Austria,69.0,69.0,A. Weimann,1.1,29.0,14
32.0,4,"Oct 15, 1983",A. Ivanschitz,https://cdn.sofifa.org/1x/17/players/42521.png,Austria,75.0,75.0,A. Ivanschitz,3.1,20.0,14
28.0,4,"May 15, 1989",P. Hosiner,https://cdn.sofifa.org/1x/18/players/204690.png,Austria,70.0,70.0,P. Hosiner,1.8,25.0,14
28.0,4,"Jan 8, 1989",J. Jantscher,https://cdn.sofifa.org/1x/18/players/187498.png,Austria,71.0,71.0,J. Jantscher,2.4,16.0,14
29.0,4,"Jan 2, 1988",J. Baumgartlinger,https://cdn.sofifa.org/1x/18/players/189606.png,Austria,78.0,78.0,J. Baumgartlinger,8.0,50.0,14
31.0,4,"Apr 7, 1986",C. Fuchs,https://cdn.sofifa.org/1x/18/players/139313.png,Austria,76.0,76.0,C. Fuchs,5.0,62.0,14
35.0,4,"Jun 16, 1980",M. Stranzl,https://cdn.sofifa.org/1x/16/players/1611.png,Austria,80.0,80.0,M. Stranzl,2.4,45.0,14
18.0,4,"Jun 26, 1991",L. Tauschmann,https://cdn.sofifa.org/1x/11/players/193280.png,Austria,65.0,46.0,L. Tauschmann,0.0,0.0,10
21.0,4,"Jun 2, 1989",C. Haselberger,https://cdn.sofifa.org/1x/11/players/195073.png,Austria,56.0,52.0,C. Haselberger,0.0,0.0,10
30.0,4,"Jun 10, 1987",M. Harnik,https://cdn.sofifa.org/1x/18/players/177666.png,Austria,77.0,77.0,M. Harnik,8.5,47.0,10
32.0,4,"Oct 9, 1976",T. Wagner,https://cdn.sofifa.org/1x/11/players/50181.png,Austria,62.0,58.0,T. Wagner,0.0,0.0,10
34.0,4,"Nov 1, 1976",S. Lexa,https://cdn.sofifa.org/1x/12/players/12294.png,Austria,2.0,62.0,S. Lexa,62.0,2.0,10
33.0,4,"Oct 12, 1977",M. Schmidt,https://cdn.sofifa.org/1x/12/players/50183.png,Austria,2.0,56.0,M. Schmidt,56.0,10.0,10
32.0,4,"Apr 2, 1980",M. Mörz,https://cdn.sofifa.org/1x/13/players/50184.png,Austria,60.0,60.0,M. Mörz,0.0,0.0,10
30.0,4,"Jan 24, 1981",A. Pauschenwein,https://cdn.sofifa.org/1x/12/players/50186.png,Austria,3.0,56.0,A. Pauschenwein,58.0,2.0,10
32.0,4,"Dec 14, 1978",W. Klapf,https://cdn.sofifa.org/1x/12/players/152083.png,Austria,58.0,58.0,W. Klapf,0.0,0.0,10
34.0,4,"Aug 24, 1977",J. Macho,https://cdn.sofifa.org/1x/13/players/50451.png,Austria,67.0,67.0,J. Macho,0.0,0.0,10
27.0,4,"Nov 1, 1981",A. Kozelsky,https://cdn.sofifa.org/1x/11/players/152084.png,Austria,62.0,55.0,A. Kozelsky,0.0,0.0,10
29.0,5,"Feb 26, 1988",D. Yılmaz,https://cdn.sofifa.org/1x/18/players/200915.png,Azerbaijan,70.0,70.0,D. Yılmaz,1.8,15.0,18
27.0,5,"Apr 4, 1990",D. Nazarov,https://cdn.sofifa.org/1x/18/players/211870.png,Azerbaijan,68.0,68.0,D. Nazarov,950.0,6.0,18
24.0,5,"Aug 2, 1992",Eddy,https://cdn.sofifa.org/1x/18/players/206035.png,Azerbaijan,74.0,68.0,Eddy,1.0,6.0,18
25.0,5,"Jun 17, 1992",T. Erat,https://cdn.sofifa.org/1x/18/players/204176.png,Azerbaijan,65.0,64.0,T. Erat,525.0,2.0,18
18.0,5,"May 17, 1999",R. Dadashov,https://cdn.sofifa.org/1x/18/players/238736.png,Azerbaijan,75.0,59.0,R. Dadashov,325.0,3.0,18
21.0,5,"Oct 14, 1995",A. Guliev,https://cdn.sofifa.org/1x/18/players/233518.png,Azerbaijan,66.0,57.0,A. Guliev,160.0,4.0,18
31.0,5,"Jul 22, 1985",E. Nouri,https://cdn.sofifa.org/1x/18/players/176839.png,Azerbaijan,63.0,63.0,E. Nouri,240.0,1.0,18
24.0,5,"Aug 2, 1992",Eddy,https://cdn.sofifa.org/1x/18/players/206035.png,Azerbaijan,74.0,68.0,Eddy,1.0,6.0,14
25.0,5,"Jun 17, 1992",T. Erat,https://cdn.sofifa.org/1x/18/players/204176.png,Azerbaijan,65.0,64.0,T. Erat,525.0,2.0,14
26.0,5,"Oct 10, 1987",R. Abişov,https://cdn.sofifa.org/1x/15/players/195472.png,Azerbaijan,61.0,59.0,R. Abişov,140.0,4.0,14
21.0,5,"Sep 17, 1991",A. Gökdemir,https://cdn.sofifa.org/1x/14/players/213231.png,Azerbaijan,67.0,58.0,A. Gökdemir,2.0,0.0,14
22.0,5,"May 25, 1989",V. Javadov,https://cdn.sofifa.org/1x/12/players/195493.png,Azerbaijan,72.0,61.0,V. Javadov,0.0,0.0,10
28.0,6,"Nov 3, 1988",Renan Bressan,https://cdn.sofifa.org/1x/18/players/207412.png,Belarus,76.0,76.0,Renan Bressan,7.5,12.0,18
29.0,6,"Aug 26, 1987",A. Martynovich,https://cdn.sofifa.org/1x/18/players/203625.png,Belarus,75.0,75.0,A. Martynovich,5.0,36.0,18
27.0,6,"Apr 9, 1990",S. Palitsevich,https://cdn.sofifa.org/1x/18/players/187655.png,Belarus,73.0,73.0,S. Palitsevich,3.4,17.0,18
36.0,6,"May 1, 1981",T. Kalachev,https://cdn.sofifa.org/1x/18/players/160593.png,Belarus,73.0,73.0,T. Kalachev,1.4,27.0,18
29.0,6,"Mar 5, 1988",S. Chernik,https://cdn.sofifa.org/1x/18/players/234898.png,Belarus,1.0,68.0,S. Chernik,68.0,1.0,18
29.0,6,"Aug 29, 1987",S. Balanovich,https://cdn.sofifa.org/1x/18/players/218253.png,Belarus,67.0,67.0,S. Balanovich,750.0,14.0,18
28.0,6,"Feb 14, 1989",A. Karnitskiy,https://cdn.sofifa.org/1x/18/players/239804.png,Belarus,68.0,68.0,A. Karnitskiy,725.0,13.0,18
29.0,6,"Jan 16, 1988",M. Sivakow,https://cdn.sofifa.org/1x/18/players/191002.png,Belarus,67.0,67.0,M. Sivakow,600.0,13.0,18
31.0,6,"Jun 8, 1986",S. Krivets,https://cdn.sofifa.org/1x/18/players/197303.png,Belarus,68.0,68.0,S. Krivets,775.0,4.0,18
18.0,6,"Jun 15, 1999",K. Kaplenko,https://cdn.sofifa.org/1x/18/players/241211.png,Russia,74.0,57.0,K. Kaplenko,190.0,4.0,18
29.0,6,"Jun 23, 1987",A. Putsila,https://cdn.sofifa.org/1x/17/players/186504.png,Belarus,70.0,70.0,A. Putsila,1.3,15.0,14
33.0,6,"Jun 14, 1983",S. Kornilenko,https://cdn.sofifa.org/1x/17/players/160556.png,Belarus,69.0,69.0,S. Kornilenko,675.0,1.0,14
28.0,6,"Aug 6, 1987",S. Kislyak,https://cdn.sofifa.org/1x/17/players/202694.png,Belarus,67.0,67.0,S. Kislyak,575.0,6.0,14
30.0,6,"Mar 10, 1984",Y. Tigorev,https://cdn.sofifa.org/1x/15/players/185313.png,Belarus,68.0,68.0,Y. Tigorev,650.0,8.0,14
34.0,6,"Apr 17, 1981",Y. Zhevnov,https://cdn.sofifa.org/1x/16/players/167600.png,Belarus,70.0,70.0,Y. Zhevnov,875.0,1.0,14
28.0,6,"Oct 24, 1986",I. Shitov,https://cdn.sofifa.org/1x/16/players/192279.png,Belarus,64.0,64.0,I. Shitov,325.0,4.0,14
29.0,6,"Mar 27, 1985",A. Amelchenko,https://cdn.sofifa.org/1x/15/players/185360.png,Belarus,64.0,64.0,A. Amelchenko,525.0,6.0,14
30.0,6,"Jun 18, 1986",M. Bordachev,https://cdn.sofifa.org/1x/17/players/192276.png,Belarus,66.0,66.0,M. Bordachev,425.0,1.0,14
29.0,6,"Oct 10, 1986",D. Verkhovtsov,https://cdn.sofifa.org/1x/17/players/192282.png,Belarus,64.0,64.0,D. Verkhovtsov,325.0,1.0,14
28.0,6,"Jun 4, 1988",S. Dragun,https://cdn.sofifa.org/1x/17/players/213326.png,Belarus,68.0,68.0,S. Dragun,675.0,3.0,14
36.0,6,"May 1, 1981",T. Kalachev,https://cdn.sofifa.org/1x/18/players/160593.png,Belarus,73.0,73.0,T. Kalachev,1.4,27.0,14
27.0,6,"Apr 9, 1990",S. Palitsevich,https://cdn.sofifa.org/1x/18/players/187655.png,Belarus,73.0,73.0,S. Politevich,3.4,17.0,10
22.0,6,"Nov 4, 1986",M. Afanasjev,https://cdn.sofifa.org/1x/11/players/187147.png,Belarus,1.0,63.0,M. Afanasjev,75.0,1.0,10
29.0,6,"Mar 27, 1985",A. Amelchenko,https://cdn.sofifa.org/1x/15/players/185360.png,Belarus,64.0,64.0,A. Amelchenko,525.0,6.0,10
27.0,6,"Apr 10, 1988",E. Filipenko,https://cdn.sofifa.org/1x/16/players/185363.png,Belarus,73.0,73.0,Y. Filipenko,2.4,40.0,10
29.0,6,"Jan 16, 1988",M. Sivakow,https://cdn.sofifa.org/1x/18/players/191002.png,Belarus,67.0,67.0,M. Sivakov,600.0,13.0,10
21.0,6,"Jan 26, 1989",V. Yurchenko,https://cdn.sofifa.org/1x/11/players/193066.png,Belarus,71.0,65.0,V. Yurchenko,0.0,0.0,10
33.0,6,"Jun 14, 1983",S. Kornilenko,https://cdn.sofifa.org/1x/17/players/160556.png,Belarus,69.0,69.0,S. Kornilenko,675.0,1.0,10
25.0,6,"Oct 13, 1985",A. Skvernyuk,https://cdn.sofifa.org/1x/12/players/166700.png,Belarus,66.0,59.0,A. Skvernyuk,0.0,0.0,10
23.0,6,"Jul 29, 1986",L. Kovel,https://cdn.sofifa.org/1x/11/players/168766.png,Belarus,76.0,67.0,L. Kovel,0.0,0.0,10
27.0,6,"May 20, 1983",A. Kontsevoy,https://cdn.sofifa.org/1x/11/players/142414.png,Belarus,69.0,65.0,A. Koncevoy,0.0,0.0,10
36.0,6,"May 1, 1981",T. Kalachev,https://cdn.sofifa.org/1x/18/players/160593.png,Belarus,73.0,73.0,T. Kalachev,1.4,27.0,10
26.0,7,"Jun 28, 1991",K. De Bruyne,https://cdn.sofifa.org/1x/18/players/192985.png,Belgium,92.0,91.0,K. De Bruyne,104.5,395.0,18
26.0,7,"Jan 7, 1991",E. Hazard,https://cdn.sofifa.org/1x/18/players/183277.png,Belgium,91.0,91.0,E. Hazard,95.5,405.0,18
25.0,7,"May 11, 1992",T. Courtois,https://cdn.sofifa.org/1x/18/players/192119.png,Belgium,92.0,89.0,T. Courtois,59.0,190.0,18
24.0,7,"May 13, 1993",R. Lukaku,https://cdn.sofifa.org/1x/18/players/192505.png,Belgium,90.0,86.0,R. Lukaku,59.0,210.0,18
23.0,7,"Sep 4, 1993",Y. Carrasco,https://cdn.sofifa.org/1x/18/players/208418.png,Belgium,90.0,85.0,Y. Carrasco,0.0,0.0,18
30.0,7,"May 6, 1987",D. Mertens,https://cdn.sofifa.org/1x/18/players/175943.png,Belgium,87.0,87.0,D. Mertens,48.5,135.0,18
29.0,7,"May 4, 1988",R. Nainggolan,https://cdn.sofifa.org/1x/18/players/178518.png,Belgium,86.0,86.0,R. Nainggolan,42.5,130.0,18
28.0,7,"Mar 2, 1989",T. Alderweireld,https://cdn.sofifa.org/1x/18/players/184087.png,Belgium,86.0,85.0,T. Alderweireld,35.0,140.0,18
30.0,7,"Apr 24, 1987",J. Vertonghen,https://cdn.sofifa.org/1x/18/players/172871.png,Belgium,86.0,86.0,J. Vertonghen,33.0,155.0,18
31.0,7,"Apr 10, 1986",V. Kompany,https://cdn.sofifa.org/1x/18/players/139720.png,Belgium,85.0,85.0,V. Kompany,26.0,170.0,18
29.0,7,"Jul 16, 1987",M. Dembélé,https://cdn.sofifa.org/1x/18/players/162240.png,Belgium,84.0,84.0,M. Dembélé,30.0,150.0,18
26.0,7,"Jan 7, 1991",E. Hazard,https://cdn.sofifa.org/1x/18/players/183277.png,Belgium,91.0,91.0,E. Hazard,95.5,405.0,14
31.0,7,"Apr 10, 1986",V. Kompany,https://cdn.sofifa.org/1x/18/players/139720.png,Belgium,85.0,85.0,V. Kompany,26.0,170.0,14
26.0,7,"Dec 3, 1990",C. Benteke,https://cdn.sofifa.org/1x/18/players/184111.png,Belgium,80.0,79.0,C. Benteke,15.0,75.0,14
24.0,7,"May 13, 1993",R. Lukaku,https://cdn.sofifa.org/1x/18/players/192505.png,Belgium,90.0,86.0,R. Lukaku,59.0,210.0,14
29.0,7,"May 4, 1988",R. Nainggolan,https://cdn.sofifa.org/1x/18/players/178518.png,Belgium,86.0,86.0,R. Nainggolan,42.5,130.0,14
26.0,7,"Jun 28, 1991",K. De Bruyne,https://cdn.sofifa.org/1x/18/players/192985.png,Belgium,92.0,91.0,K. De Bruyne,104.5,395.0,14
28.0,7,"Jan 12, 1989",A. Witsel,https://cdn.sofifa.org/1x/18/players/177413.png,Belgium,82.0,82.0,A. Witsel,0.0,0.0,14
25.0,7,"May 11, 1992",T. Courtois,https://cdn.sofifa.org/1x/18/players/192119.png,Belgium,92.0,89.0,T. Courtois,59.0,190.0,14
29.0,7,"Oct 5, 1987",K. Mirallas,https://cdn.sofifa.org/1x/18/players/172175.png,Belgium,79.0,79.0,K. Mirallas,12.5,1.0,14
29.0,7,"Jul 16, 1987",M. Dembélé,https://cdn.sofifa.org/1x/18/players/162240.png,Belgium,84.0,84.0,M. Dembélé,30.0,150.0,14
29.0,7,"Nov 22, 1987",M. Fellaini,https://cdn.sofifa.org/1x/18/players/176944.png,Belgium,79.0,79.0,M. Fellaini,12.0,140.0,14
32.0,7,"Jan 1, 1983",P. Monteyne,https://cdn.sofifa.org/1x/16/players/49920.png,Belgium,65.0,65.0,P. Monteyne,300.0,5.0,10
27.0,7,"Oct 8, 1989",S. Wuytens,https://cdn.sofifa.org/1x/18/players/188416.png,Belgium,73.0,73.0,S. Wuytens,3.4,11.0,10
35.0,7,"Feb 7, 1978",D. Van Buyten,https://cdn.sofifa.org/1x/14/players/16897.png,Belgium,78.0,78.0,D. Van Buyten,1.2,80.0,10
34.0,7,"Jun 16, 1976",G. Englebert,https://cdn.sofifa.org/1x/11/players/19713.png,Belgium,69.0,65.0,G. Englebert,0.0,0.0,10
30.0,7,"Sep 13, 1986",S. Colpaert,https://cdn.sofifa.org/1x/18/players/162821.png,Belgium,67.0,67.0,S. Colpaert,575.0,8.0,10
28.0,7,"Jan 12, 1989",A. Witsel,https://cdn.sofifa.org/1x/18/players/177413.png,Belgium,82.0,82.0,A. Witsel,0.0,0.0,10
29.0,7,"May 27, 1988",D. Odoi,https://cdn.sofifa.org/1x/18/players/185349.png,Belgium,69.0,69.0,D. Odoi,825.0,24.0,10
32.0,7,"Feb 25, 1978",L. Van Nieuwenhuyze,https://cdn.sofifa.org/1x/11/players/151816.png,Belgium,67.0,66.0,L. Van Nieuwenhuyze,1.0,0.0,10
28.0,7,"Mar 22, 1989",J. Vossen,https://cdn.sofifa.org/1x/18/players/176137.png,Belgium,74.0,74.0,J. Vossen,6.0,25.0,10
36.0,7,"Feb 16, 1981",O. Deschacht,https://cdn.sofifa.org/1x/18/players/49161.png,Belgium,71.0,71.0,O. Deschacht,325.0,10.0,10
32.0,7,"May 12, 1983",I. de Camargo,https://cdn.sofifa.org/1x/16/players/49674.png,Belgium,71.0,71.0,I. De Camargo,1.3,25.0,10
27.0,8,"Apr 2, 1990",M. Pjanić,https://cdn.sofifa.org/1x/18/players/180206.png,Bosnia Herzegovina,86.0,86.0,M. Pjanić,45.5,190.0,18
